,future,rate,open,close,open_perp,close_perp
2021-10-22T20:00:00+00:00,MKR-PERP,6.7e-05,2527.5,2517.0,2531.5,2520.5
2021-10-22T21:00:00+00:00,MKR-PERP,7.5e-05,2517.0,2502.0,2520.5,2504.5
2021-10-22T21:00:00+00:00,MKR-PERP,7.5e-05,2517.0,2502.0,2520.5,2504.5
2021-10-22T21:00:00+00:00,MKR-PERP,7.5e-05,2517.0,2502.0,2520.5,2504.5
2021-10-22T21:00:00+00:00,MKR-PERP,7.5e-05,2517.0,2502.0,2520.5,2504.5
2021-10-22T22:00:00+00:00,MKR-PERP,5.8e-05,2502.0,2521.0,2504.5,2524.0
2021-10-22T22:00:00+00:00,MKR-PERP,5.8e-05,2502.0,2521.0,2504.5,2524.0
2021-10-22T22:00:00+00:00,MKR-PERP,5.8e-05,2502.0,2521.0,2504.5,2524.0
2021-10-22T22:00:00+00:00,MKR-PERP,5.8e-05,2502.0,2521.0,2504.5,2524.0
2021-10-22T23:00:00+00:00,MKR-PERP,6.2e-05,2521.0,2520.5,2524.0,2523.5
2021-10-22T23:00:00+00:00,MKR-PERP,6.2e-05,2521.0,2520.5,2524.0,2523.5
